ftv55.atsp;60304;;1630;62;62;62;62;
ftv55.atsp;60387;;1740;62;62;62;62;
ftv55.atsp;60385;;1679;62;62;62;62;
ftv55.atsp;60294;;1653;62;62;62;62;
ftv55.atsp;60408;;1716;62;62;62;62;
ftv55.atsp;60582;;1679;62;62;62;62;
ftv55.atsp;60669;;1693;62;62;62;62;
ftv55.atsp;60381;;1679;62;62;62;62;
ftv55.atsp;60450;;1740;62;62;62;62;
ftv55.atsp;60424;;1732;62;62;62;62;
ftv55.atsp;60792;;1690;60;60;60;60;
ftv55.atsp;60417;;1703;62;62;62;62;
ftv55.atsp;60351;;1733;62;62;62;62;
ftv55.atsp;60469;;1727;62;62;62;62;
ftv55.atsp;60645;;1679;61;61;61;61;
ftv55.atsp;60499;;1679;62;62;62;62;
ftv55.atsp;60446;;1679;62;62;62;62;
ftv55.atsp;60342;;1732;62;62;62;62;
ftv55.atsp;60424;;1703;62;62;62;62;
ftv55.atsp;60366;;1746;62;62;62;62;
